eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,motive,guncertain1,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,ransom,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,date,month,day_of_week
200806110024,2008,6,11,0,Southern,Ashkelon,31.669316,34.570802,2.0,1,In towns and villages near Ashkelon.,"06/11/2008: On Wednesday, militants fired a barrage of mortars at adjacent towns and villages near Ashkelon, Israel, scoring a direct hit on a factory and lightly injuring one person. The mortars had been fired from the Gaza Strip. No group has claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,The target was civilians.,97.0,Israel,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Many mortars were used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,1,4.0,Unknown,,The attack caused an unknown amount of property damage.,0.0,,,"Middle East Online, ""Three killed in Fresh Gaza violence - 2nd Update,"" middle-east-online.com/english, (June 11, 2008).","Matthew Fisher, ""Missiles, Rockets, Mortars...; 12 Dead in Gaza Border Exchanges and Blast at Bomb-maker's House,"" LexisNexis Academic, Gazette, June 13, 2008.",,ISVG,-9,-9,0,-9,2008-06-11,6.0,2.0
200806120040,2008,6,12,0,Gaza Strip,Gaza,31.502407,34.459743,1.0,0,The attack occurred in Gaza City.,"06/12/2008: On Thursday, assailants fired several rockets and mortars at communities near the Israeli Erez Crossing, Gaza Strip, West Bank and Gaza Strip, one of which landed inside the Gaza Strip, wounding one civilian.  No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Several rockets and mortar rounds were used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,-9,4.0,Unknown,,It Is unknown if the attack caused any property damage.,0.0,,,"BBC Monitoring Middle East, ""Israeli Forces Attack ""Mortar Squad"" in Gaza, Kill One, Wound Three Palestinians,"" LexisNexis Academic, Voice of Israel, June 12, 2008.","National Counterterrorism Center, ""One Civilian Wounded in Mortar Attack in Gaza Strip,"" Worldwide Incidents Tracking System (January 27, 2010).",,ISVG,-9,-9,0,-9,2008-06-12,6.0,3.0
200806180030,2008,6,18,0,Southern,Kfar Aza,31.484053,34.533436,1.0,0,,"06/18/2008: On Wednesday, in Kufr Aza, Southern District, Israel, assailants fired two rockets near a military base, causing no reported casualties or damages. Abu Ali Mustafa Brigades claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,A civilian community of Kufr Aza,97.0,Israel,Popular Front for the Liberation of Palestine (PFLP),The specific motive for the attack is unknown.,1.0,0,-99.0,0.0,1.0,8.0,Personal claim,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Two rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"BBC Monitoring Middle East, ""Two Palestinian Militants Injured in IDF Shelling; Groups Fire at Israel,"" LexisNexis Academic, Ma'an News Agency, June 18,2008.","National Counterterrorism Center, ""Communities Targeted in Rocket Attacks by Abu Ali Mustafa Brigades in Sederot, Southern District, Israel and Kefar 'Azza, Southern District, Israel,"" Worldwide Incidents Tracking System (January 26, 2010).",,ISVG,0,0,0,0,2008-06-18,6.0,2.0
200806180033,2008,6,18,0,Southern,Sederot,31.5282,34.596382,1.0,1,,"06/18/2008: On Wednesday, in Sederot, Southern District, Israel, assailants fired between eight and 21 rockets at a community, causing no casualties and damaging a house. There was no motive reported and the Al-Quds Brigades claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,A community,97.0,Israel,Palestinian Islamic Jihad (PIJ),The specific motive for the attack is unknown.,1.0,0,-99.0,0.0,1.0,10.0,Unknown,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",The number of rockets used in this attack range from eight to 21.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to a house.,0.0,,,"Agence France Presse, ""Gaza Violence Continues on Eve of Truce,"" LexisNexis Academic, Agence France Presse, June 18, 2008.","National Counterterrorism Center, ""Community Targeted in Rocket Attack by Al-Quds Brigades in Sederot, Southern District, Israel and Ashqelon, Southern District, Israel,"" Worldwide Incidents Tracking System (January 26, 2010).",,ISVG,1,0,0,1,2008-06-18,6.0,2.0
200806180034,2008,6,18,0,Southern,Ashkelon,31.669316,34.570802,2.0,1,In Ashqelon.,"06/18/2008: On Wednesday evening, in Ashqelon, Southern District, Israel, assailants fired two rockets a  military base, causing no casualties or damage. There was no motive reported and the Al-Aqsa Martyrs Brigade claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Israeli Defense Forces (IDF),Base,97.0,Israel,Al-Aqsa Martyrs Brigade,The specific motive for the attack is unknown.,1.0,0,-99.0,0.0,1.0,10.0,Unknown,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Two rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"Ma'an News Agency, ""Al-Aqsa Brigades Claim launched two projectiles at Ashkelon and Zikim military base,"" maannews.net (June 18, 2008)","National Counterterrorism Center, ""Military Base and Community Targeted in Rocket Attacks by Al-Aqsa Martyrs Brigade in Ziqim, Southern District, Israel and Ashqelon, Southern District, Israel,"" Worldwide Incidents Tracking System (December 16, 2009).",,ISVG,1,0,0,1,2008-06-18,6.0,2.0
200806200009,2008,6,20,0,West Bank,Halamish,32.006058,35.125931,1.0,1,"The incident occurred near the Israeli settlement of Neve Tsof (Halamish), north of Ramallah.","06/20/2008: On Friday, three Israelis were injured when a group of armed Palestinians opened fire on them near the Israeli settlement of Neve Tsof, north of Ramallah, in Palestine's West Bank. The military wing of Al-Fatah's Al-Aqsa Brigades claimed responsibility for the incident during a written statement made later that day.",1,1,1,0,,,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,Israeli civilianss,97.0,Israel,Al-Fatah,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,1.0,1.0,Letter,0.0,5,Firearms,5.0,Unknown Gun Type,Unknown firearms were used in the firearm attack.,0.0,0.0,0.0,3.0,0.0,0.0,-9,,,,It is unknown if there was any damage.,0.0,,,"Ma'an News Agency, ""Three Israeli Settlers Injured in Shooting North of Ramallah,"" June 20, 2008, http://www.maannews.net.",,,ISVG,0,0,0,0,2008-06-20,6.0,4.0
200806200011,2008,6,20,0,West Bank,Nahliel,31.973439,35.140341,1.0,1,"The attack took place between the Jewish communities of Nevei Tzuf and Nachliel in Samaria, northwest of Ramallah in Palestine's West Bank.","06/20/2008: On Friday afternoon, Arab terrorists shot and wounded three people who were hiking between the Jewish communities of Nevei Tzuf and Nachliel in Samaria, northwest of Ramallah in Palestine's West Bank. No claim of responsibility was made for the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,Palestinians shot and wounded three Israeli settlers.,97.0,Israel,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,5,Firearms,5.0,Unknown Gun Type,Unknown firearms were used in the firearm attack.,0.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,"Arutz Sheva, Tzvi Ben Gedalyahu, ""Arab Terrorists Shoot and Wound Three Jews in Samaria,"" June 18, 2008, http://www.israelnationalnews.com.","United Press International, ""Arab Gunmen Shoot, Injure Three Hikers,"" Lexis Nexis, UPI, June 20, 2008.",,ISVG,-9,-9,0,-9,2008-06-20,6.0,4.0
200806240024,2008,6,24,0,Southern,Sederot,31.5282,34.596382,1.0,0,,"06/24/2008: On Tuesday, in Sederot, Southern District, Israel, Israel, assailants fired four rockets at communities, wounding four civilians and damaging a residence.  Al-Quds Brigades claimed responsibility.  This incident was one of two linked attacks in which the second rocket attack occurred in Shahar, Southern District, Israel.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,Civilian communities were targeted in this attack.,97.0,Israel,Palestinian Islamic Jihad (PIJ),The specific motive for the attack is unknown.,1.0,0,-99.0,0.0,1.0,10.0,Unknown,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",A rocket was used in the attack.,0.0,0.0,0.0,4.0,0.0,0.0,1,4.0,Unknown,,The attack caused an unknown amount of property damage.,0.0,,,"BBC Monitoring Middle East,""Hamas Committed to Calm Despite Rocket Attacks on Israel - Al-Jazeera,"" LexisNexis Academic, Al Jazeera, June 24, 2008.","National Counterterroism Center,""Four Civilians Wounded in Rocket Attack by Al-Quds Brigades in Sederot, Southern District, Israel and Shahar, Southern District, Israel,"" Worldwide Incidents Tracking System, January 26, 2010.",,ISVG,1,0,0,1,2008-06-24,6.0,1.0
200806280003,2008,6,28,0,Gaza Strip,Gaza,31.502407,34.459743,1.0,0,The bombing attack took place in front of shops in the Az-Zawiya market in the center of Gaza city in Palestine's Gaza Strip.,"06/28/2008: On Saturday night, two homemade bombs exploded in front of shops in the Az-Zawiya market in the center of Gaza city in Palestine's Gaza Strip. The blast only caused minor damages to the shops. No casualties were reported and no claim of responsibility was made for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,Two shops in the Az-Zawiya market,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,16.0,Unknown Explosive Type,Two homemade bombs were used in the bombing attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The explosion caused minor damages to the two shops.,0.0,,,"Ma'an News Agency, ""Two Homemade Bombs Explode Near Shops In Gaza City,"" June 28, 2008, http://www.maannews.net/en/index.php?opr=ShowDetails&ID=30177.","BBC Monitoring Middle East, ""Homemade Bombs Explode in Gaza; No Casualties,"" Lexis Nexis, BBC Monitoring Middle East, June 29, 2008.",,ISVG,-9,-9,0,-9,2008-06-28,6.0,5.0
200806290027,2008,6,29,0,Gaza Strip,Gaza,31.502407,34.459743,1.0,0,The attack occurred at the Al-Zawiya market in Gaza City.,"06/29/2008: On Sunday, assailants detonated an improvised explosive device at the entrance to the market at the Al-Zawiya market in Gaza City, Gaza Strip, West Bank and Gaza Strip, wounding two civilians. No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,17.0,Other Explosive Type,An improvised explosive device was used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,-9,4.0,Unknown,,It Is unknown if the attack caused any property damage.,0.0,,,"BBC Monitoring Middle East, ""Mideast: Homemade Bombs Explode in Gaza; No Casualties,"" LexisNexis Academic, BBC Monitoring Middle East, June 29, 2008.","BBC Monitoring Middle East, ""Mideast: Homemade Bombs Explode in Gaza; No Casualties,"" LexisNexis Academic, BBC Monitoring Middle East, June 29, 2008.","National Counterterrorism Center, ""Two Shops Damaged in Improvised Explosive Device Attack in Gaza City, Gaza Strip,"" Worldwide Incidents Tracking System (January 27, 2010).",ISVG,-9,-9,0,-9,2008-06-29,6.0,6.0
200806290028,2008,6,29,0,Gaza Strip,Gaza,31.502407,34.459743,1.0,0,The attack occurred at the Al-Zawiya market in Gaza City.,"06/29/2008: On Sunday, assailants detonated two improvised explosive devices in Gaza City, Gaza Strip, West Bank and Gaza Strip, damaging two shops at the Al-Zawiya market but causing no casualties.  No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,The assailants targeted civilians.,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,17.0,Other Explosive Type,Two improvised explosive devices were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,The attack caused an unknown amount of property damage to two shops in the market.,0.0,,,"National Counterterrorism Center, ""Two Shops Damaged in Improvised Explosive Device Attack in Gaza City, Gaza Strip,"" Worldwide Incidents Tracking System (January 27, 2010).","BBC Monitoring Middle East, ""Mideast: Homemade Bombs Explode in Gaza; No Casualties,"" LexisNexis Academic, BBC Monitoring Middle East, June 29, 2008.",,ISVG,-9,-9,0,-9,2008-06-29,6.0,6.0
200806300039,2008,6,30,0,Southern,Eshkol regional council,31.192114,34.449473,3.0,0,The incident occurred in the Eshkol regional council,"06/30/2008: On Monday, assailants fire two rockets at communities in the Negev, Southern District, Israel, one of which landed near an agricultural facility, causing no casualties or damage. No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,97.0,Israel,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Two rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"RIA Novosti, ""Israel Closes Gaza Border After Mortar Attacks,"" LexisNexis Academic, RIA Novosti, July 01, 2008.","National Counterterrorism Center, ""Communities Targeted in Rocket Attacks in the Negev, Southern District, Israel,"" Worldwide Incidents Tracking System (June 30, 2008).",,ISVG,-9,-9,0,-9,2008-06-30,6.0,0.0
200807020027,2008,7,2,0,Jerusalem,Jerusalem,31.784838,35.224613,1.0,0,The incident occurred on Yafo Street.,"07/02/2008: On Wednesday, on Yafo Street in Jerusalem, Israel, an armed assailant drove a front-end loader into civilians, killing four civilians, wounding 45 others, and damaging two buses and two dozen cars. There was no motive reported and Ahrar al-Jalil, Al-Aqsa Martyrs Brigade, and Popular Front for the Liberation of Palestine all claimed separate responsibility.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,97.0,Israel,Ahrar Al-Jalil (Free People of the Galilee),The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,1.0,10.0,Unknown,0.0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,A front-end loader was used in the attack.,4.0,0.0,,45.0,0.0,,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to two buses and two dozen cars.,0.0,,,"National Counterterrorism Center, ""Four Civilians Killed, Forty-Five Others Wounded in Front-End Loader Attack in Jerusalem, Israel,"" Worldwide Incidents Tracking System, January 20, 2010","New York Times,""Palestinian Rams Construction Vehicle into Traffic, Killing Three,"" Lexisnexis Academic, New York Times, July 03, 2008","Maan News Agency,""Group Claiming Bulldozer Attack Warns Israel Against Retaliation in East Jerusalem,"" maannews.net, July 04, 2008.",ISVG,0,0,0,0,2008-07-02,7.0,2.0
200807040021,2008,7,4,0,West Bank,Nablus,32.222271,35.253506,1.0,0,"The attack took place in Nablus, West Bank, West Bank and Gaza Strip.","07/04/2008: On Friday, a group of extremist Israeli settlers threw stones at a bus of Israeli peace activists in Nablus, West Bank, West Bank and Gaza Strip, causing no casualties and light damage to the bus.  No group claimed responsibility.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,Assailants targeted a bus of Israeli peace activists.,97.0,Israel,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,12,Other,,,Stones were thrown in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused light damage to a bus.,0.0,,,"Maan News, ""Settlers Throw Stones at Israeli Leftists Near Nablus,"" maannews.net, July 04, 2008.",,,ISVG,-9,-9,0,-9,2008-07-04,7.0,4.0
200807070039,2008,7,7,0,Southern,Karni district,31.453035,34.465514,3.0,0,The incident occurred in the Karni district,"07/07/2008: On Monday Afternoon, Palestinian militants fired a mortar shell from the northern Gaza Strip at a border crossing in Karni, Southern District, Israel. causing no casualties or damage. There was no motive reported and no group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,A border crossing,97.0,Israel,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",A mortar was used in the attack,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"China View,""Gaza Militants Fire Mortar Shell at Border Crossing,""www.chinaview.cn  2008-07-07 21:16:00 (July 07, 2008)","China View,""Gaza Militants Fire Mortar Shell at Border Crossing,""www.chinaview.cn  2008-07-07 21:16:00 (July 07, 2008)","Agence France Presse, ""Gaza Mortar Fire Hits Israel,"" Lexisnexis Academic, Agence France Presse , July 07, 2008.",ISVG,-9,-9,0,-9,2008-07-07,7.0,0.0
200807080008,2008,7,8,0,West Bank,Samiriyyah,32.128942,35.046516,1.0,0,"The attack occurred in Samiriyyah, West Bank, Palestine.","07/08/2008: On Tuesday, a molotov cocktail was thrown at an Israeli car in Samiriyyah, West Bank, Palestine. The vehicle suffered damage but there were no reports of injuries. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,73.0,Vehicles/Transportation,,A car,97.0,Israel,Unknown,The specific motive for the attack is unknown..,0.0,0,-99.0,0.0,0.0,,,,8,Incendiary,18.0,Arson/Fire,A molotov cocktail was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The vehicle was damaged in the attack.,0.0,,,"Israel National News, ""Arabs Throw Molotov Cocktail at Israeli Vehicle,"" Israel National News, July 8, 2008.","Lexis Nexis, ""Israel Orders Gaza Crossings to Stay Closed on 8 July,"" BBC Monitoring Middle East, July 8, 2008.",,ISVG,-9,-9,0,-9,2008-07-08,7.0,1.0
200807080021,2008,7,8,0,West Bank,Ramallah,31.907141,35.198219,1.0,0,"The bombing occurred in the Maythalun neighborhood of Ramallah, West Bank, West Bank and Gaza Strip.","07/08/2008: On Tuesday, assailants detonated an improvised explosive device under the vehicle of the Palestinian attorney general in the Maythalun neighborhood of Ramallah, West Bank, West Bank and Gaza Strip, damaging the vehicle but causing no casualties.No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,2,Government (General),14.0,Judge/Attorney/Court,,Assailants targeted the Palestinian Attorney General.,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,17.0,Other Explosive Type,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,The attack caused an unknown amount of property damage to the vehicle.,0.0,,,"Deutsche Presse-Agentur, ""Bomb Explodes in Car of Palestinian Attorney-General,"" LexisNexis Academic, Deutsche Presse-Agentur, July 08, 2008.","National Counterterrorism Center, ""One Vehicle Damaged in Improvised Explosive Device Attack in Ramallah, West Bank,"" Worldwide Incidents Tracking System (January 21, 2010).",,ISVG,-9,-9,0,-9,2008-07-08,7.0,1.0
200807110008,2008,7,11,0,West Bank,Azzun,32.177162,35.055881,1.0,1,"The attack occurred near the village of Azzun, near Kalkilya, West Bank, Palestine.","07/11/2008: On Friday, an Israeli vehicle was hit with two Molotov cocktails near the village of Azzun, near Kalkilya, West Bank, Palestine. No injuries were reported but the vehicle was damaged. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,73.0,Vehicles/Transportation,,An Israeli vehicle,97.0,Israel,Unknown,The specific motive for the attack is unknown..,0.0,0,-99.0,0.0,0.0,,,,8,Incendiary,18.0,Arson/Fire,Two Molotov cocktails were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The vehicle was damaged in the attack.,0.0,,,"Maan News, ""One Palestinian Killed, Israeli Soldier Injured Near Salfit,"" Maan News, http://www.maannews.net/en/index.php?opr=ShowDetails&ID=30469.",,,ISVG,-9,-9,0,-9,2008-07-11,7.0,4.0
200807240008,2008,7,24,0,Gaza Strip,Gaza,31.502407,34.459743,1.0,1,The mortar shell landed near the border fence at the Karni Crossing in the Gaza Strip.,"07/24/2008: On Thursday, Palestinians fired a mortar shell near the border fence at the Karni Crossing in the Gaza Strip. No casualties or damages resulted from the bombing. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,19,Transportation,,,,The Karni Crossing,97.0,Israel,Unknown,The specific motive for the attack is unknown..,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",A mortar shell was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"Israel National News, ""Mortar Attack Near Karni Crossing July 24th,"" Israel National News, http://www.israelnationalnews.com/News/Flash.aspx/150432.","Lexis Nexis, ""Shell Fired at Israli Territory Near Gaza Crossing; No Casualties,"" BBC Monitoring Middle East, July 24, 2008.",,ISVG,-9,-9,0,-9,2008-07-24,7.0,3.0
200807240035,2008,7,24,0,Southern,Karni district,31.453035,34.465514,3.0,0,The incident occurred in the Karni district,"07/24/2008: On Thursday, near the Qarni Crossing, Southern District, Israel, assailants fired a mortar at a border crossing, causing no casualties or damage. There was no motive reported and no group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,A border crossing,97.0,Israel,Unknown,The specific motive for the attack is unknown.,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",A mortar round was used in the attack,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"National Counterterrorism Center, ""Border Crossing Targeted in Mortar Attack near the Qarni Crossing, Southern District, Israel,"" Worldwide Incidents Tracking System, January 2010.","BBC World Broadcast, ""Shell Fired at Israeli Territory Near Gaza Crossing; no Casualties,"" Lexisnexis Academic, BBC World Broadcast, July 24, 2008.",,ISVG,-9,-9,0,-9,2008-07-24,7.0,3.0
200807250016,2008,7,25,0,Gaza Strip,Gaza,31.502407,34.459743,1.0,0,"The bomb exploded outside a café in Gaza City, Gaza Strip, Palestine.","07/25/2008: On Friday, one person was killed and four others were wounded when a bomb exploded outside a café in Gaza City, Gaza Strip, Palestine. The blast, shortly after midnight, caused extensive damage to the café. No group claimed responsibility for the blast.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,1,Business,2.0,Restaurant/Bar/Café,,A café,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown..,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,16.0,Unknown Explosive Type,An unknown explosive type was used in the blast.,1.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Extensive damage was done to the café.,0.0,,,"Lexis Nexis, ""One Dead in Gaza Bomb Blast,"" Agence France Presse, July 25, 2008.","Press TV, ""One Killed, 3 Injured in Gaza Blasts,"" Press TV, http://www.presstv.com/detail.aspx?id=64723&sectionid=351020202.",,ISVG,-9,-9,0,-9,2008-07-25,7.0,4.0
200807250017,2008,7,25,0,Gaza Strip,Unknown,31.356544,34.325722,4.0,0,"The bomb exploded at the house of Hamas politician and leader Marwan Abu Rass in Gaza Strip, Palestine","07/25/2008: On Friday, a bomb exploded outside the house of Hamas politician and leader Marwan Abu Rass in Gaza Strip, Palestine. Damage was done by the blast but no casualties were reported. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Hamas,The house of Hamas politician and leader Marwan Abu Rass,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown..,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,16.0,Unknown Explosive Type,An unknown explosive type was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,An unknown amount of damage was done in the blast.,0.0,,,"Press TV, ""One Killed, 3 Injured in Gaza Blasts,"" Press TV, http://www.presstv.com/detail.aspx?id=64723&sectionid=351020202.","Lexis Nexis, ""Gaza Bombing Kills 1,"" United Press International, July 25, 2008.",,ISVG,-9,-9,0,-9,2008-07-25,7.0,4.0
200807250018,2008,7,25,0,Gaza Strip,Gaza,31.502407,34.459743,1.0,0,"The attack took place in Gaza City, Gaza Strip, Palestine.","07/25/2008: On Friday, six people were killed and 20 were injured after the car of a Hamas leader exploded in Gaza City, Gaza Strip, Palestine. Five of the dead were reported to have been members of the Hamas Al Qassam Brigades. No group claimed responsibility for the blast.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Hamas,Hamas members,155.0,West Bank and Gaza Strip,Unknown,The specific motive for the attack is unknown..,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,15.0,Vehicle,A car was used in the explosion.,6.0,0.0,0.0,20.0,0.0,0.0,-9,,,,It is unknown if damage was caused by the incident.,0.0,,,"Maan News, ""Six Dead, 20 Injured as Car of Hamas Leader Explodes Near Gaza City,"" Maan News, http://www.maannews.net/eng/ViewDetails.aspx?ID=204006&MARK=4%20dead%2020%20injured%20as%20car%20of%20Hamas%20leader%20explodes.","Lexis Nexis, ""World Sunflashes Column,"" Toronto Sun, July 26, 2008.","Lexis Nexis, ""Four Killed, 20 Wounded in Explosion in Gaza City,"" Deutsche Presse Agentur, July 25, 2008.",ISVG,-9,-9,0,-9,2008-07-25,7.0,4.0
